NE,Card,Object,Tx Optical Power(dBm),Rx Optical Power(dBm),Tx Laser Bias Current(mA),Transceiver Temperature(Celsius),3.3V supply voltage(V),+5V supply voltage(V),+1.8V supply voltage(V),XFP temperature(Celsius),TEC current(mA),Laser wavelength(nm)
Karluk_2,A2:SAM_1,oPort 1-SFP,1.0,-5.1,22.4,40.8,3.29,NA,NA,NA,NA,NA
Homutovo,A1:SAM_1,oPort 1-SFP,1.0,-1.2,15.5,31.9,3.28,NA,NA,NA,NA,NA
Homutovo,A2:SAM_1,oPort 1-SFP,1.0,-1.6,16.3,32.0,3.28,NA,NA,NA,NA,NA
Homutovo_2,A1:SAM_1,oPort 1-SFP,1.0,-2.8,18.7,33.1,3.3,NA,NA,NA,NA,NA
Homutovo_2,A2:SAM_1,oPort 1-SFP,0.0,-5.5,18.0,33.6,3.31,NA,NA,NA,NA,NA
Bytovaya,A1:SAM_1,oPort 1-SFP,-11.2,-14.0,17.2,36.8,3.32,NA,NA,NA,NA,NA
Bytovaya,A2:SAM_1,oPort 1-SFP,-11.7,-11.9,16.6,36.7,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A1:SAM_1,oPort 1-SFP,-11.4,-22.3,16.0,36.9,3.32,NA,NA,NA,NA,NA
Bytovaya_2,A2:SAM_1,oPort 1-SFP,-10.4,-14.6,16.2,36.8,3.32,NA,NA,NA,NA,NA
Melnikovo,A1:SAM_1,oPort 1-SFP,2.2,-6.6,22.4,43.7,3.33,NA,NA,NA,NA,NA
Melnikovo,A2:SAM_1,oPort 1-SFP,0.9,-6.0,15.6,39.5,3.33,NA,NA,NA,NA,NA
Melnikovo_2,A1:SAM_1,oPort 1-SFP,2.2,-12.2,29.0,30.3,3.32,NA,NA,NA,NA,NA
Melnikovo_2,A2:SAM_1,oPort 1-SFP,1.7,-9.6,18.7,35.2,3.37,NA,NA,NA,NA,NA
IGES_2,A1:SAM_4,oPort 1-SFP,1.4,-13.4,30.1,45.7,3.3,NA,NA,NA,NA,NA
IGES_2,A2:SAM_4,oPort 1-SFP,-10.0,-9.9,10.8,23.9,3.29,NA,NA,NA,NA,NA
PRES,A1:SAM_4,oPort 1-SFP,1.4,-11.0,30.2,58.0,3.25,NA,NA,NA,NA,NA
PRES,A2:SAM_4,oPort 1-SFP,1.2,-13.4,30.2,51.1,3.25,NA,NA,NA,NA,NA
NITEC,A1:SAM_1,oPort 1-SFP,2.0,-7.4,24.0,35.7,3.31,NA,NA,NA,NA,NA
NITEC,A2:SAM_1,oPort 1-SFP,-10.6,-10.6,22.3,41.1,3.34,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 1-SFP,-40.0,-40.0,4.0,22.2,3.28,NA,NA,NA,NA,NA
NITEC,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-34.0,-40.0,4.0,21.9,3.28,NA,NA,NA,NA,NA
NovayaLisiha,A1:SAM_1,oPort 1-SFP,-10.6,-17.9,7.7,39.9,3.32,NA,NA,NA,NA,NA
NovayaLisiha,A2:SAM_1,oPort 1-SFP,-0.5,-13.0,24.1,38.7,3.31,NA,NA,NA,NA,NA
NovayaLisiha_2,A1:SAM_1,oPort 1-SFP,-10.7,-16.9,7.6,40.1,3.32,NA,NA,NA,NA,NA
NovayaLisiha_2,A2:SAM_1,oPort 1-SFP,-1.3,-11.2,23.9,41.1,3.3,NA,NA,NA,NA,NA
Stolbovo,A1:SAM_1,oPort 1-SFP,-1.5,-13.0,16.1,33.7,3.27,NA,NA,NA,NA,NA
Stolbovo,A2:SAM_1,oPort 1-SFP,-2.0,-11.4,21.7,36.5,3.28,NA,NA,NA,NA,NA
Stolbovo_2,A1:SAM_1,oPort 1-SFP,2.0,-9.8,28.8,32.0,3.32,NA,NA,NA,NA,NA
Stolbovo_2,A2:SAM_1,oPort 1-SFP,-2.0,-16.2,23.3,30.0,3.35,NA,NA,NA,NA,NA
TEC-7,A1:SAM_1,oPort 1-SFP,-10.7,-17.4,9.7,39.7,3.38,NA,NA,NA,NA,NA
TEC-7,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,30.9,3.31,NA,NA,NA,NA,NA
NITEC_2,A1:SAM_1,oPort 1-SFP,-11.5,-11.2,23.4,36.3,3.32,NA,NA,NA,NA,NA
NITEC_2,A2:SAM_1,oPort 1-SFP,2.1,-14.7,22.7,34.7,3.29,NA,NA,NA,NA,NA
ATS-24,A1:SAM_1,oPort 1-SFP,-10.7,-12.0,7.7,34.0,3.29,NA,NA,NA,NA,NA
ATS-24,A2:SAM_1,oPort 1-SFP,-11.0,-11.6,6.0,33.3,3.28,NA,NA,NA,NA,NA
CUS_BG,XS A:SAM_4,oPort 1-SFP,-10.1,-11.1,9.3,24.8,3.23,NA,NA,NA,NA,NA
CUS_BG,XS B:SAM_4,oPort 1-SFP,1.3,-9.7,30.1,44.6,3.22,NA,NA,NA,NA,NA
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 1-SFP,,,,,,,,,,
CUS_BG,ES3:MPS_2G_8F,GE-ETY port 2-SFP,-34.0,-40.0,4.0,21.9,3.28,NA,NA,NA,NA,NA
Birusa,A1:SAM_1,oPort 1-SFP,-11.6,-18.3,27.3,43.0,3.28,NA,NA,NA,NA,NA
Birusa,A2:SAM_4,oPort 1-SFP,-0.1,-15.8,12.0,29.1,3.29,NA,NA,NA,NA,NA
Klyuchi,A1:SAM_1,oPort 1-SFP,-10.7,-14.9,27.0,35.7,3.32,NA,NA,NA,NA,NA
Klyuchi,A2:SAM_1,oPort 1-SFP,-2.0,-14.2,10.0,26.9,3.3,NA,NA,NA,NA,NA
TEC-12,A1:SAM_1,oPort 1-SFP,-10.7,-10.1,24.3,36.5,3.28,NA,NA,NA,NA,NA
SES,A1:SAM_4,oPort 1-SFP,-10.4,-13.1,23.3,39.4,3.26,NA,NA,NA,NA,NA
SES,A2:SAM_4,oPort 1-SFP,-40.0,-40.0,0.0,45.3,3.28,NA,NA,NA,NA,NA
